video_id,title,channel_name,tanggal,author,komentar,label,komentar_clean,predicted_label,cleaned,stemmed,tokens,token_count,char_count
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.046.899.030,kenziostr89,"Layar buatan samsung ya ?
Berarti samsung lagi nyimak",0,layar buatan samsung ya ? berarti samsung lagi nyimak,0,layar buatan samsung ya berarti samsung lagi nyimak,layar buat samsung ya arti samsung lagi nyimak,"['layar', 'buatan', 'samsung', 'ya', 'berarti', 'samsung', 'lagi', 'nyimak']",8,53
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.373.047.389,GhinTae,Makin makin nih hp 😂 makin nggak bisa kebeli😂,0,makin makin nih hp makin nggak bisa kebeli,0,makin makin nih hp makin nggak bisa kebeli,makin makin nih hp makin nggak bisa kebel,"['makin', 'makin', 'nih', 'hp', 'makin', 'nggak', 'bisa', 'kebeli']",8,45
Ou0UedfyuqU,"Kalau mau beli TV, saya bakal PILIH YANG BEGINI.",GadgetIn,2025-04-24 09:24:38+00:00,WulanLestari-o7f,gk heran sih orang ngomongin 𝘼𝙇𝙀𝙓𝙄𝙎17,1,gk heran sih orang ngomongin 𝘼𝙇𝙀𝙓𝙄𝙎17,1,gk heran sih orang ngomongin alexisit,gk heran sih orang ngomongin alexisit,"['gk', 'heran', 'sih', 'orang', 'ngomongin', 'alexisit']",6,37
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.158.808.630,egisunjaya4914,"Gas modifikasi motor ketua, keren kan 🔥🔥🔥",0,"gas modifikasi motor ketua , keren",0,gas modifikasi motor ketua keren kan,gas modifikasi motor ketua keren kan,"['gas', 'modifikasi', 'motor', 'ketua', 'keren', 'kan']",6,41
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,Cahyaningsihnydu,"maen santai , jepe",1,"maen santai , jepe",1,maen santai jepe,maen santai jepe,"['maen', 'santai', 'jepe']",3,18
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,wardayahaikal,temen gue bilang alexis17 tuh bikin ketagihan !,1,temen gue bilang alexis17 tuh bikin ketagihan !,1,temen gue bilang alexisit tuh bikin ketagihan,temen gue bilang alexisit tuh bikin tagih,"['temen', 'gue', 'bilang', 'alexisit', 'tuh', 'bikin', 'ketagihan']",7,47
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,174.533.677.038.907,ambondoank2971,JANGAN OMONGIN SESUATU YANG ANDA SENDIRI NGGAK NGERTI !!!!!!,0,jangan omongin sesuatu yang anda sendiri nggak ngerti ! ! ! ! ! !,0,jangan omongin sesuatu yang anda sendiri nggak ngerti,jangan omongin sesuatu yang anda sendiri nggak ngerti,"['jangan', 'omongin', 'sesuatu', 'yang', 'anda', 'sendiri', 'nggak', 'ngerti']",8,60
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,firgantorogaluh,"eh bro , alexis17 , event spesial nih , hadiahnya liburan negeri",1,"eh bro , alexis17 , event spesial nih , hadiahnya liburan negeri",1,eh bro alexisit event spesial nih hadiahnya liburan negeri,eh bro alexisit event spesial nih hadiah libur negeri,"['eh', 'bro', 'alexisit', 'event', 'spesial', 'nih', 'hadiahnya', 'liburan', 'negeri']",9,64
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.367.237.050,lukmanstein13,gak sesuai judul,0,gak sesuai judul,0,gak sesuai judul,gak sesuai judul,"['gak', 'sesuai', 'judul']",3,16
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,SongulAylin,"aktivitas , ｐｕｌａｕｗｉｎ pelarian asik .",1,"aktivitas , ｐｕｌａｕｗｉｎ pelarian asik .",1,aktivitas pulauwin pelarian asik,aktivitas pulauwin lari asik,"['aktivitas', 'pulauwin', 'pelarian', 'asik']",4,36
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.163.301.120,Ikhsan-ll5jb,Next review s15 vr38 yg pke mesin r35,0,next review s15 vr38 yg pke mesin r35,0,next review sis vre8 yg pke mesin res,next review sis vre8 yg pke mesin res,"['next', 'review', 'sis', 'vre8', 'yg', 'pke', 'mesin', 'res']",8,37
CLHTLViZ8Uc,NYOBAIN WARKOPOLIM GOFAR HILMAN GRIND BOYS‼️ Test Ride Mio Bore Up Injeksi Sekalian Kulineran,Den Dimas,2025-05-02 10:00:32+00:00,shivagamer-b9e,kalo pulauwin yg kasih duit,1,kalo pulauwin yg kasih duit,1,kalo pulauwin yg kasih duit,kalo pulauwin yg kasih duit,"['kalo', 'pulauwin', 'yg', 'kasih', 'duit']",5,27
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,703l2,idaman sih,0,idaman sih,0,idaman sih,idam sih,"['idaman', 'sih']",2,10
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.162.720.110,jemmyuf9590,22:56 s2000 bg ridwan hanif,0,22:56 s2000 bg ridwan hanif,0,22 s6 s2ooo bg ridwan hanif,22 s6 s2ooo bg ridwan hanif,"['22', 's6', 's2ooo', 'bg', 'ridwan', 'hanif']",6,27
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.017.475.110,Lang3.14,Setuju banget bang,0,setuju banget bang,0,setuju banget bang,tuju banget bang,"['setuju', 'banget', 'bang']",3,18
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.946.326.993.160,SHIBAKanekii,KEREN BANGET YA ALLAH,0,keren banget ya allah,0,keren banget ya allah,keren banget ya allah,"['keren', 'banget', 'ya', 'allah']",4,21
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.293.615.280,FathoniST,Selamat menikmati 5 tahun kedepan 🎉,0,selamat menikmati 5 tahun kedepan,0,selamat menikmati s tahun kedepan,selamat nikmat s tahun depan,"['selamat', 'menikmati', 's', 'tahun', 'kedepan']",5,35
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.390.771.412.360,zahratunnisahabsyi626,Semoga Indonesia kedepan bebas nepotisme,0,semoga indonesia kedepan bebas nepotisme,0,semoga indonesia kedepan bebas nepotisme,moga indonesia depan bebas nepotisme,"['semoga', 'indonesia', 'kedepan', 'bebas', 'nepotisme']",5,40
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,gibranardianto,"sukses terimakasih wd besarnya λlexis17 ,",1,"sukses terimakasih wd besarnya λlexis17 ,",1,sukses terimakasih wd besarnya llexisit,sukses terimakasih wd besar llexisit,"['sukses', 'terimakasih', 'wd', 'besarnya', 'llexisit']",5,41
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,Eli4TRHh,𝘼 𝘌 𝐑 𝙊 8 𝟾memberikan kesempatan terhubung beragam orang .,1,𝘼 𝘌 𝐑 𝙊 8 𝟾memberikan kesempatan terhubung beragam orang .,1,a e r o 8 8memberikan kesempatan terhubung beragam orang,a e r o 8 8memberikan sempat hubung agam orang,"['a', 'e', 'r', 'o', '8', '8memberikan', 'kesempatan', 'terhubung', 'beragam', 'orang']",10,58
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.397.837.260.060,FebriYoga-xv4bm,Calon macan hutan 2029,0,calon macan hutan 2029,0,calon macan hutan 2o29,calon macan hutan 2o29,"['calon', 'macan', 'hutan', '2o29']",4,22
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.163.310.310,aldianrisky4274,Duhh motornyaa bang adete cakepp bgtt,0,duhh motornyaa bang adete cakepp bgtt,0,duhh motornyaa bang adete cakepp bgtt,duhh motornyaa bang adete cakepp bgtt,"['duhh', 'motornyaa', 'bang', 'adete', 'cakepp', 'bgtt']",6,37
4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.745.251.186.339.970,IntanGunawan-l6g,engga sia sia aku nemuin ̠✌ 𝑨𝑳𝑬𝑿𝑰𝑺17  ✌】 gamenya terbaik.,1,engga sia sia aku nemuin ̠ 𝑨𝑳𝑬𝑿𝑰𝑺17 】 gamenya terbaik .,1,engga sia sia aku nemuin alexisit gamenya terbaik,engga sia sia aku nemuin alexisit gamenya baik,"['engga', 'sia', 'sia', 'aku', 'nemuin', 'alexisit', 'gamenya', 'terbaik']",8,57
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,EmmaKiuU8,modal 50 ribu jepe lgsng wede,1,modal 50 ribu jepe lgsng wede,1,modal so ribu jepe lgsng wede,modal so ribu jepe lgsng wede,"['modal', 'so', 'ribu', 'jepe', 'lgsng', 'wede']",6,29
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.390.642.191.150,YUDAPAMUNGKAS-x3r,Kok jadi dua orang yg gk marah2 ya 🤣🤣,0,kok jadi dua orang yg gk marah2 ya,0,kok jadi dua orang yg gk marah2 ya,kok jadi dua orang yg gk marah2 ya,"['kok', 'jadi', 'dua', 'orang', 'yg', 'gk', 'marah2', 'ya']",8,37
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.531.860.720,hendykafp8819, @AndreGasukaNgutang anaknya Ahmad sahroni bang,0,anaknya ahmad sahroni bang,0,aandregasukangutang anaknya ahmad sahroni bang,aandregasukangutang anak ahmad sahroni bang,"['aandregasukangutang', 'anaknya', 'ahmad', 'sahroni', 'bang']",5,47
zFhBO9uoGYA,INDONESIAN DRIFT SERIES TERAKHIR di sini,Om Mobi,2025-05-04 13:36:57+00:00,CharoKhánhQuỳnh,tanggung ga ru da ho ki.udah bikin candu,1,tanggung ga ru da ho ki.udah bikin candu,1,tanggung ga ru da ho ki udah bikin candu,tanggung ga ru da ho ki udah bikin candu,"['tanggung', 'ga', 'ru', 'da', 'ho', 'ki', 'udah', 'bikin', 'candu']",9,40
4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.745.251.191.644.170,MayaNugroho-n6o,Wajib coba! Main bareng ⚡ALEXIS17⚡ selalu seru!,1,wajib coba ! main bareng alexis17 selalu seru !,1,wajib coba main bareng alexisit selalu seru,wajib coba main bareng alexisit selalu seru,"['wajib', 'coba', 'main', 'bareng', 'alexisit', 'selalu', 'seru']",7,47
gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,Majorhenson-p7y,"jepey 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 , beneran !",1,"jepey 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 , beneran !",1,jepey weton88 beneran,jepey weton88 beneran,"['jepey', 'weton88', 'beneran']",3,25
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.154.771.970,zyramiom3209,seneng banget gd gaji rajin upload❤❤,0,seneng banget gd gaji rajin upload,0,seneng banget gd gaji rajin upload,neng banget gd gaji rajin upload,"['seneng', 'banget', 'gd', 'gaji', 'rajin', 'upload']",6,36
hDFN1Sr8a80,GEELY EX5 MAX | Mobil Listrik Ada Rasa Volvonya Dibawah 500 Juta,Motomobi,2025-05-04 11:30:36+00:00,Thomass9drK,"rezeki henti d𝐸wа𝐃or𝐀 , makasih !",1,"rezeki henti d𝐸wа𝐃or𝐀 , makasih !",1,rezeki henti dewadora makasih,rezeki henti dewadora makasih,"['rezeki', 'henti', 'dewadora', 'makasih']",4,33
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.379.981.176.580,agustini2052,Fokus baca komentar,0,fokus baca komentar,0,fokus baca komentar,fokus baca komentar,"['fokus', 'baca', 'komentar']",3,19
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.279.197.010,satyapararaton3197,"Entah lah bang, mau apa coba mereka menjabat 😅.",0,"entah lah bang , mau apa coba mereka menjabat .",0,entah lah bang mau apa coba mereka menjabat,entah lah bang mau apa coba mereka jabat,"['entah', 'lah', 'bang', 'mau', 'apa', 'coba', 'mereka', 'menjabat']",8,47
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.300.756.698.030,zenggapersada3608,"Kasian mba najwa, dia yg bikin acara dia yg di potong potong 😂",0,"kasian mba najwa , dia yg bikin acara dia yg di potong potong",0,kasian mba najwa dia yg bikin acara dia yg di potong potong,kasi mba najwa dia yg bikin acara dia yg di potong potong,"['kasian', 'mba', 'najwa', 'dia', 'yg', 'bikin', 'acara', 'dia', 'yg', 'di', 'potong', 'potong']",12,62
CLHTLViZ8Uc,NYOBAIN WARKOPOLIM GOFAR HILMAN GRIND BOYS‼️ Test Ride Mio Bore Up Injeksi Sekalian Kulineran,Den Dimas,2025-05-02 10:00:32+00:00,Hiro2FSBt,"bener-bener situs terpercaya , recommended",1,"bener-bener situs terpercaya , recommended",1,bener bener situs terpercaya recommended,bener bener situs percaya recommended,"['bener', 'bener', 'situs', 'terpercaya', 'recommended']",5,42
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.340.378.635.500,ZahraVivo23,Pengen ngeludah online,0,pengen ngeludah online,0,pengen ngeludah online,ken ngeludah online,"['pengen', 'ngeludah', 'online']",3,22
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.672.256.500,CorrieDempsey,"P U L A U 7 7 7 juga seru banget, katanya banyak yang beruntung di sana!",1,"p u l a u 7 7 7 seru banget , beruntung !",1,p u l a u t t t juga seru banget katanya banyak yang beruntung di sana,p u l a u t t t juga seru banget kata banyak yang untung di sana,"['p', 'u', 'l', 'a', 'u', 't', 't', 't', 'juga', 'seru', 'banget', 'katanya', 'banyak', 'yang', 'beruntung', 'di', 'sana']",17,72
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,LestariHasibuan-l9u,bonus 𝘼𝙇𝙀𝙓𝙄𝙎17 gokil sih ! .,1,bonus 𝘼𝙇𝙀𝙓𝙄𝙎17 gokil sih ! .,1,bonus alexisit gokil sih,bonus alexisit gokil sih,"['bonus', 'alexisit', 'gokil', 'sih']",4,28
gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,cahyadigunawan-i1g,"alexis'17 wedey gede , cma maen bentar",1,"alexis'17 wedey gede , cma maen bentar",1,alexis it wedey gede cma maen bentar,alexis it wedey gede cma maen bentar,"['alexis', 'it', 'wedey', 'gede', 'cma', 'maen', 'bentar']",7,38
5MBwJpU-9tg,"Rifat Sungkar Mau Bikin Sirkuit⁉️ | Dipo, Ziko Belajar Dari Suhu Motorsports",Garasi Drift Podcast,2025-04-30 09:00:07+00:00,YukiYamamotoMbawUDv,"p​r​oses simpel , cs ​r​amah banget",1,"p​r​oses simpel , cs ​r​amah banget",1,p r oses simpel cs r amah banget,p r oses simpel cs r amah banget,"['p', 'r', 'oses', 'simpel', 'cs', 'r', 'amah', 'banget']",8,35
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.274.505.360,gretamarielle,settingan para pengawalnya,0,settingan para pengawalnya,0,settingan para pengawalnya,settingan para awal,"['settingan', 'para', 'pengawalnya']",3,26
5MBwJpU-9tg,"Rifat Sungkar Mau Bikin Sirkuit⁉️ | Dipo, Ziko Belajar Dari Suhu Motorsports",Garasi Drift Podcast,2025-04-30 09:00:07+00:00,AlbaSheffield-k9r,weton88 is the best,1,weton88 is the best,1,weton88 is the best,weton88 is the best,"['weton88', 'is', 'the', 'best']",4,19
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.390.639.282.980,CodyzMej4,"Rezeki dari A 𝙀 𝐑 𝘖 𝟴 𝟾-bikin hariku lebih menyenangkan, thank you! 🎳",1,"rezeki dari a 𝙀 𝐑 𝘖 𝟴 𝟾-bikin hariku lebih menyenangkan , thank you !",1,rezeki dari a e r o 8 8 bikin hariku lebih menyenangkan thank you,rezeki dari a e r o 8 8 bikin hari lebih senang thank you,"['rezeki', 'dari', 'a', 'e', 'r', 'o', '8', '8', 'bikin', 'hariku', 'lebih', 'menyenangkan', 'thank', 'you']",14,69
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.383.418.947.100,aattok9945,Mak nonton botak yang ini juga 😂😂😂,0,mak nonton botak yang ini juga,0,mak nonton botak yang ini juga,mak nonton botak yang ini juga,"['mak', 'nonton', 'botak', 'yang', 'ini', 'juga']",6,34
J2_Egvu2QII,"GAK SAMPAI 600JT, DAPET MOBIL PHEV: JAECOO J7",Ridwan Hanif,1.740.046.320.271.430,bangojek88channel18,Pajak nya double ya mas,0,pajak nya double ya mas,0,pajak nya double ya mas,pajak nya double ya mas,"['pajak', 'nya', 'double', 'ya', 'mas']",5,23
kUom1fDXs4A,MOBIL-MOBIL PALING KAMI SUKA DI IIMS 2025 | FEAT. OM MOBI,Fitra Eri,1.739.947.009.953.290,subintangps3380,Iman naik Iwan 😅,0,iman iwan,0,iman naik iwan,iman naik iwan,"['iman', 'naik', 'iwan']",3,16
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,jayengnarpati,malem gue nungguin update alexis17 .,1,malem gue nungguin update alexis17 .,1,malem gue nungguin update alexisit,malem gue nungguin update alexisit,"['malem', 'gue', 'nungguin', 'update', 'alexisit']",5,36
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.545.806.130,SanchezRaina-b3e,Senang banget bisa dapet rezeki hari ini dari 𝘿E𝘞А𝘿О𝑅𝘼! 😆 😂,1,senang banget dapet rezeki 𝘿e𝘞а𝘿о𝑅𝘼 !,1,senang banget bisa dapet rezeki hari ini dari dewadora,senang banget bisa dapet rezeki hari ini dari dewadora,"['senang', 'banget', 'bisa', 'dapet', 'rezeki', 'hari', 'ini', 'dari', 'dewadora']",9,59
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,174.536.583.982.383,M1yamas0nz0,dengar kata 50jt langsung kabur dompet aing,0,dengar kata 50jt langsung kabur dompet aing,0,dengar kata sojt langsung kabur dompet aing,dengar kata sojt langsung kabur dompet aing,"['dengar', 'kata', 'sojt', 'langsung', 'kabur', 'dompet', 'aing']",7,43
4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.745.164.782.201.740,kepalabatu9292,Fee RIdwan hanif kali ini pasti menarik bgt,0,fee ridwan hanif kali ini pasti menarik bgt,0,fee ridwan hanif kali ini pasti menarik bgt,fee ridwan hanif kali ini pasti tarik bgt,"['fee', 'ridwan', 'hanif', 'kali', 'ini', 'pasti', 'menarik', 'bgt']",8,43
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.686.078.771.120,ocsfishing7064,Crash ya bg 😢😢,0,crash ya bg,0,crash ya bg,crash ya bg,"['crash', 'ya', 'bg']",3,14
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.953.528.131.850,HOMERRosado,"Sangat keren! Meraih kemenangan besar di ＭΛＮDALIKΛ𝟟𝟟,langsung berlibur ke luar negeri!",1,"keren ! meraih kemenangan ｍλｎdalikλ𝟟𝟟 , langsung berlibur negeri !",1,sangat keren meraih kemenangan besar di mlndalikltt langsung berlibur ke luar negeri,sangat keren raih menang besar di mlndalikltt langsung libur ke luar negeri,"['sangat', 'keren', 'meraih', 'kemenangan', 'besar', 'di', 'mlndalikltt', 'langsung', 'berlibur', 'ke', 'luar', 'negeri']",12,86
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,WulanRahmawati-m2y,"busyet , ngomongin 𝘼𝙇𝙀𝙓𝙄𝙎17 , ikutan kepo . banget !",1,"busyet , ngomongin 𝘼𝙇𝙀𝙓𝙄𝙎17 , ikutan kepo . banget !",1,busyet ngomongin alexisit ikutan kepo banget,busyet ngomongin alexisit ikut kepo banget,"['busyet', 'ngomongin', 'alexisit', 'ikutan', 'kepo', 'banget']",6,52
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,kusumaprakasa,emang gak se-seru alexis17 sih .,1,emang gak se-seru alexis17 sih .,1,emang gak se seru alexisit sih,emang gak se seru alexisit sih,"['emang', 'gak', 'se', 'seru', 'alexisit', 'sih']",6,32
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.772.479.797.480,thofikazis6648,Abis crash,0,abis crash,0,abis crash,abis crash,"['abis', 'crash']",2,10
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.551.493.060,kevin.gacor_30,𝐤𝐞𝐭𝐢𝐧𝐠𝐠𝐚𝐥𝐚𝐧 𝟒 𝐦𝐞𝐧𝐢𝐭,0,𝐤𝐞𝐭𝐢𝐧𝐠𝐠𝐚𝐥𝐚𝐧 𝟒 𝐦𝐞𝐧𝐢𝐭,0,ketinggalan a menit,tinggal a menit,"['ketinggalan', 'a', 'menit']",3,19
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,teddypurnawarman,"sebulan main alexis17 , hidup gue berubah total !",1,"sebulan main alexis17 , hidup gue berubah total !",1,sebulan main alexisit hidup gue berubah total,bulan main alexisit hidup gue ubah total,"['sebulan', 'main', 'alexisit', 'hidup', 'gue', 'berubah', 'total']",7,49
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.670.185.970,mycraUshuaia-l3k,Sehat selalu semuanya salam dari 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 gampang jepe,1,sehat salam 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 gampang jepe,1,sehat selalu semuanya salam dari weton88 gampang jepe,sehat selalu semua salam dari weton88 gampang jepe,"['sehat', 'selalu', 'semuanya', 'salam', 'dari', 'weton88', 'gampang', 'jepe']",8,53
Ou0UedfyuqU,"Kalau mau beli TV, saya bakal PILIH YANG BEGINI.",GadgetIn,2025-04-24 09:24:38+00:00,LammaSawyer,"jomblo , mending jadian ♛𝗔𝗦𝗜𝗔𝟵𝟵♛ . setia & ngasih cuan .",1,"jomblo , mending jadian ♛𝗔𝗦𝗜𝗔𝟵𝟵♛ . setia & ngasih cuan .",1,jomblo mending jadian black queenasia99black queen setia ngasih cuan,jomblo mending jadi black queenasia99black queen setia ngasih cuan,"['jomblo', 'mending', 'jadian', 'black', 'queenasia99black', 'queen', 'setia', 'ngasih', 'cuan']",9,56
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,RudiOktaviani-c1l,gue sih udah ga heran kalo 𝘼𝙇𝙀𝙓𝙄𝙎17 trending medsos,1,gue sih udah ga heran kalo 𝘼𝙇𝙀𝙓𝙄𝙎17 trending medsos,1,gue sih udah ga heran kalo alexisit trending medsos,gue sih udah ga heran kalo alexisit trending medsos,"['gue', 'sih', 'udah', 'ga', 'heran', 'kalo', 'alexisit', 'trending', 'medsos']",9,51
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.365.232.100,salafwidianto1228,Njir lah 3 jam cuma dengerin orang tua yapping,0,njir lah 3 jam cuma dengerin orang tua yapping,0,njir lah e jam cuma dengerin orang tua yapping,njir lah e jam cuma dengerin orang tua yapping,"['njir', 'lah', 'e', 'jam', 'cuma', 'dengerin', 'orang', 'tua', 'yapping']",9,46
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,174.539.780.466.604,mr.nobody-b9m, @asyariiiii  meong wkwkwkwkwk,0,meong wkwkwkwkwk,0,aasyariiiii meong wkwkwkwkwk,aasyariiiii meong wkwkwkwkwk,"['aasyariiiii', 'meong', 'wkwkwkwkwk']",3,30
