video_id,channel_name,komentar,label,komentar_clean,komentar_stage1
gP0YCMCJnjA,Narasi Newsroom, @AnggoroDps_9 bla bla bla kalau kosong mah memang kosong aja,0,anggorodps_9 bla bla bla kalau kosong mah memang kosong aja, @anggorodps_9 bla bla bla kalau kosong mah memang kosong aja
BI_RsNf1HJA,Garasi Drift,Gas mas kontenin x maxnya🔥🔥,0,gas mas kontenin x maxnya api api,gas mas kontenin x maxnya:api::api:
zFhBO9uoGYA,Om Mobi,"seru main 𝐷𝑂𝐑𝘼 7𝟩 -bareng teman-teman , asyik !",1,seru main DORA 77 bareng teman teman asyik,"seru main DORA 77 -bareng teman-teman , asyik !"
XI8K0-_kbHc,Jejelogy,Udah di bawa naugan HMC skrang to,0,udah di bawa naugan hmc skrang to,udah di bawa naugan hmc skrang to
-vQDp9fHrzk,Karbida FC,07:41 kok Mirip Marsha VOB ya. Apa emg dia? 😂,0,07 41 kok mirip marsha vob ya apa emg dia wajah_gembira_berurai_air_mata,07:41 kok mirip marsha vob ya. apa emg dia? :wajah_gembira_berurai_air_mata:
QpXcKzQInXg,Garasi Drift,Ngga ada yg percaya gni,0,ngga ada yg percaya gni,ngga ada yg percaya gni
QpXcKzQInXg,Garasi Drift,Mana konten gd hari ini,0,mana konten gd hari ini,mana konten gd hari ini
4-hj6CwvKpU,Motomobi,Kaki si ridwan knp tu,0,kaki si ridwan knp tu,kaki si ridwan knp tu
ufS5vDKnIhM,Motomobi,"aja gw coba λ l e x i s 1 7 , semalam , lumayan dpt 2jt",1,aja gw coba λ l e x i s 1 7 semalam lumayan dpt 2jt,"aja gw coba λ l e x i s 1 7 , semalam , lumayan dpt 2jt"
BI_RsNf1HJA,Garasi Drift,Gass modif motor🔥🔥,0,gass modif motor api api,gass modif motor:api::api:
XI8K0-_kbHc,Jejelogy,Ada dari mitsubishi canter ev,0,ada dari mitsubishi canter ev,ada dari mitsubishi canter ev
Ou0UedfyuqU,GadgetIn,"ertepe-nya banget , nggak nyesel maen",1,ertepe nya banget nggak nyesel maen,"ertepe-nya banget , nggak nyesel maen"
rrUoGtfU9kw,Fitra Eri,"maen siang-siang , lgsng big win",1,maen siang siang lgsng big win,"maen siang-siang , lgsng big win"
QpXcKzQInXg,Garasi Drift,Bang s15 nya bang kontenin lgi,0,bang s15 nya bang kontenin lgi,bang s15 nya bang kontenin lgi
-vQDp9fHrzk,Karbida FC,"Pas rilis 3 detik sold out bang, semoga gua kebagian yg LS 😅",0,pas rilis 3 detik sold out bang semoga gua kebagian yg ls wajah_tersenyum_lebar_dan_berkeringat,"pas rilis 3 detik sold out bang, semoga gua kebagian yg ls :wajah_tersenyum_lebar_dan_berkeringat:"
gP0YCMCJnjA,Narasi Newsroom,"Wartawannya hebat, kuat nahan supaya nggak ngantuk.",0,wartawannya hebat kuat nahan supaya nggak ngantuk,"wartawannya hebat, kuat nahan supaya nggak ngantuk."
BI_RsNf1HJA,Garasi Drift,Xmax oming @welcomluster,0,xmax oming welcomluster,xmax oming @welcomluster
hDFN1Sr8a80,Motomobi,"aja surprise 𝘋о𝙍a𝟩𝟩 , bikin penasaran !",1,aja surprise DoRa77 bikin penasaran,"aja surprise DoRa77 , bikin penasaran !"
gRjWM8jPIPw,Fitra Eri,𝐒𝐆𝐈𝟖𝟖 uhuy !,1,SGI88 uhuy,SGI88 uhuy !
VXqMJqP7mvk,GadgetIn,Pantesan mamarika ketar ketir sama brand satu ini😂,0,pantesan mamarika ketar ketir sama brand satu ini wajah_gembira_berurai_air_mata,pantesan mamarika ketar ketir sama brand satu ini:wajah_gembira_berurai_air_mata:
BI_RsNf1HJA,Garasi Drift,"gas mas modif motor, xmax new atau aerox turbo",0,gas mas modif motor xmax new atau aerox turbo,"gas mas modif motor, xmax new atau aerox turbo"
kUom1fDXs4A,Fitra Eri,Gass.✦𝗠𝗮𝗻𝘂𝘁𝟴𝟴✦,1,gass ✦Manut88✦,gass.✦Manut88✦
5MBwJpU-9tg,Garasi Drift Podcast,kesempatan gak dilewatkan ! main 𝐏 𝐋 𝐔 𝐓 𝐎 𝟖 𝟖,1,kesempatan gak dilewatkan main P L U T O 8 8,kesempatan gak dilewatkan ! main P L U T O 8 8
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,Baca komen lebih seru yah😂,0,baca komen lebih seru yah wajah_gembira_berurai_air_mata,baca komen lebih seru yah:wajah_gembira_berurai_air_mata:
VXqMJqP7mvk,GadgetIn,Seru nich  𝐒𝐆𝐈𝟖𝟖 cair terus 😊,1,seru nich SGI88 cair terus wajah_tersenyum_dengan_mata_bahagia,seru nich  SGI88 cair terus :wajah_tersenyum_dengan_mata_bahagia:
gP0YCMCJnjA,Narasi Newsroom,MAKASIII BANYAKKKK,0,makasiii banyakkkk,makasiii banyakkkk
gP0YCMCJnjA,Narasi Newsroom,nungguin buzzer yg bisa lawan,0,nungguin buzzer yg bisa lawan,nungguin buzzer yg bisa lawan
Ou0UedfyuqU,GadgetIn,"seminggu main alexis17 , gue udah ganti laptop !",1,seminggu main alexis17 gue udah ganti laptop,"seminggu main alexis17 , gue udah ganti laptop !"
ufS5vDKnIhM,Motomobi,keenakan main pulau kapuk indah,1,keenakan main pulau kapuk indah,keenakan main pulau kapuk indah
ufS5vDKnIhM,Motomobi,emang gak obatnya sih keseruan main alexis17 .,1,emang gak obatnya sih keseruan main alexis17,emang gak obatnya sih keseruan main alexis17 .
5MBwJpU-9tg,Garasi Drift Podcast,keren maksimal ! menang 𝐏 𝐋 𝐔 𝐓 𝐎 𝟖 𝟖 auto sultan dadakan,1,keren maksimal menang P L U T O 8 8 auto sultan dadakan,keren maksimal ! menang P L U T O 8 8 auto sultan dadakan
aA9G2sW212g,Om Mobi,"swert bonanja gacir , mntp",1,swert bonanja gacir mntp,"swert bonanja gacir , mntp"
aA9G2sW212g,Om Mobi,gue rela ninggalin platform fokus alexis17 .,1,gue rela ninggalin platform fokus alexis17,gue rela ninggalin platform fokus alexis17 .
gRjWM8jPIPw,Fitra Eri,"mantap ! bermain 𝐒𝐆𝐈𝟖𝟖 , rezeki mengalir deras !",1,mantap bermain SGI88 rezeki mengalir deras,"mantap ! bermain SGI88 , rezeki mengalir deras !"
hDFN1Sr8a80,Motomobi,"terbaik kak , salam weton88",1,terbaik kak salam weton88,"terbaik kak , salam weton88"
n_mFKYFMtWY,Bus Pesona,​​ @faa3457-k9l  yg dibahas apa komentarnya apa. Kan KOCAK...,0,​​ faa3457 k9l yg dibahas apa komentarnya apa kan kocak,​​ @faa3457-k9l  yg dibahas apa komentarnya apa. kan kocak...
QpXcKzQInXg,Garasi Drift,Tanjung priok punya nih bosss 😎😎😎,0,tanjung priok punya nih bosss wajah_berkacamata_hitam wajah_berkacamata_hitam wajah_berkacamata_hitam,tanjung priok punya nih bosss :wajah_berkacamata_hitam::wajah_berkacamata_hitam::wajah_berkacamata_hitam:
nZoNbiwP2ZE,Garasi Drift,kenblock “ almarhum “ 😅😅,0,kenblock “ almarhum “ wajah_tersenyum_lebar_dan_berkeringat wajah_tersenyum_lebar_dan_berkeringat,kenblock “ almarhum “ :wajah_tersenyum_lebar_dan_berkeringat::wajah_tersenyum_lebar_dan_berkeringat:
f8UEkmYXlzA,Pandji Pragiwaksono,Kuliner mikir makan aja gk usah politik,0,kuliner mikir makan aja gk usah politik,kuliner mikir makan aja gk usah politik
VXqMJqP7mvk,GadgetIn,"jepe mulu , nggak prnh zonk",1,jepe mulu nggak prnh zonk,"jepe mulu , nggak prnh zonk"
VXqMJqP7mvk,GadgetIn,𝘼𝙇𝙀𝙓𝙄𝙎17 ngertiin kebutuhan gue . tenan .,1,ALEXIS17 ngertiin kebutuhan gue tenan,ALEXIS17 ngertiin kebutuhan gue . tenan .
gRjWM8jPIPw,Fitra Eri,"seminggu main alexis17 , gue udah ganti perabotan rumah !",1,seminggu main alexis17 gue udah ganti perabotan rumah,"seminggu main alexis17 , gue udah ganti perabotan rumah !"
rrUoGtfU9kw,Fitra Eri,"jepe kali maen , puas banget",1,jepe kali maen puas banget,"jepe kali maen , puas banget"
ycGdOc17FhA,Fitra Eri,smooth banget,0,smooth banget,smooth banget
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,"Kesini ga nonton videonya,, cuma mau dislike ✌️",0,kesini ga nonton videonya cuma mau dislike isyarat_kemenangan,"kesini ga nonton videonya,, cuma mau dislike :isyarat_kemenangan:"
VXqMJqP7mvk,GadgetIn,Hp ini yg di unboxing speet,0,hp ini yg di unboxing speet,hp ini yg di unboxing speet
f8UEkmYXlzA,Pandji Pragiwaksono,KDM ahok 2029 bagi tugas gebrakan dalam Dan luar negeri,0,kdm ahok 2029 bagi tugas gebrakan dalam dan luar negeri,kdm ahok 2029 bagi tugas gebrakan dalam dan luar negeri
Ou0UedfyuqU,GadgetIn,"swert bonanja gacir , modal jepek",1,swert bonanja gacir modal jepek,"swert bonanja gacir , modal jepek"
ufS5vDKnIhM,Motomobi,"seminggu main alexis17 , gue udah bayar biaya wisuda !",1,seminggu main alexis17 gue udah bayar biaya wisuda,"seminggu main alexis17 , gue udah bayar biaya wisuda !"
5MBwJpU-9tg,Garasi Drift Podcast,𝗪𝗘𝗧𝗢𝗡𝟴𝟴 bikin ketagihan !,1,WETON88 bikin ketagihan,WETON88 bikin ketagihan !
gP0YCMCJnjA,Narasi Newsroom,ga ada 'daging'nya. normatif,0,ga ada daging nya normatif,ga ada 'daging'nya. normatif
rrUoGtfU9kw,Fitra Eri,"makswin , mntp sih situsnya",1,makswin mntp sih situsnya,"makswin , mntp sih situsnya"
hDFN1Sr8a80,Motomobi,keuntungan bikin semangat main 𝐴𝐇𝙈𝐴𝐷𝐓𝑂𝐓о !,1,keuntungan bikin semangat main AHMADTOTo,keuntungan bikin semangat main AHMADTOTo !
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,"Cuma biar keliatan keren, kosong, video jiplak pula, tak malu kah?",0,cuma biar keliatan keren kosong video jiplak pula tak malu kah,"cuma biar keliatan keren, kosong, video jiplak pula, tak malu kah?"
QpXcKzQInXg,Garasi Drift,ꗥ𝙈𝘼𝙉𝙐𝙏88ꗥrasakan sensasi jeepe bertubi tubi,1,ꗥMANUT88ꗥrasakan sensasi jeepe bertubi tubi,ꗥMANUT88ꗥrasakan sensasi jeepe bertubi tubi
QpXcKzQInXg,Garasi Drift,"Rezeki datang begitu cepat, main di 𝘈𝘎𝑈𝙎𝘛𝙊𝐓O langsung gacir!",1,rezeki datang begitu cepat main di AGUSTOTo langsung gacir,"rezeki datang begitu cepat, main di AGUSTOTo langsung gacir!"
rrUoGtfU9kw,Fitra Eri,"sebulan main alexis17 , gue udah beli furniture !",1,sebulan main alexis17 gue udah beli furniture,"sebulan main alexis17 , gue udah beli furniture !"
5MBwJpU-9tg,Garasi Drift Podcast,"rezeki weton88-bikin hariku bermakna , terima kasih !",1,rezeki weton88 bikin hariku bermakna terima kasih,"rezeki weton88-bikin hariku bermakna , terima kasih !"
VXqMJqP7mvk,GadgetIn,Setia pakai Huawei P30 pro,0,setia pakai huawei p30 pro,setia pakai huawei p30 pro
gP0YCMCJnjA,Narasi Newsroom,lo yg ga paham kali​ @narasikok ,0,lo yg ga paham kali​ narasikok,lo yg ga paham kali​ @narasikok 
aA9G2sW212g,Om Mobi,"gak nyangka iseng doang , eh ketagihan ｐｕｌａｕｗｉｎ .",1,gak nyangka iseng doang eh ketagihan pulauwin,"gak nyangka iseng doang , eh ketagihan pulauwin ."
XI8K0-_kbHc,Jejelogy,User ayla cuman bisa like aja..,0,user ayla cuman bisa like aja,user ayla cuman bisa like aja..
kUom1fDXs4A,Fitra Eri,"11:35,★𝗠𝗮𝗻𝘂𝘁𝟴𝟴★11:43,★𝗠𝗮𝗻𝘂𝘁𝟴𝟴★",1,11 35 ★Manut88★11 43 ★Manut88★,"11:35,★Manut88★11:43,★Manut88★"
f8UEkmYXlzA,Pandji Pragiwaksono,Bang suara nya kecil,0,bang suara nya kecil,bang suara nya kecil
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,Si paling petarung tangguh..cihh.,0,si paling petarung tangguh cihh,si paling petarung tangguh..cihh.
nZoNbiwP2ZE,Garasi Drift,Bang dipo knpa nomer 12 di atap nya?,0,bang dipo knpa nomer 12 di atap nya,bang dipo knpa nomer 12 di atap nya?
QpXcKzQInXg,Garasi Drift,"Komen rage bait ""mana Crosstrek nya 😤😡""",0,komen rage bait mana crosstrek nya wajah_bersungguh sungguh wajah_sangat_marah,"komen rage bait ""mana crosstrek nya :wajah_bersungguh-sungguh::wajah_sangat_marah:"""
f8UEkmYXlzA,Pandji Pragiwaksono,Anies Ahok siap melawan gemoy 2029,0,anies ahok siap melawan gemoy 2029,anies ahok siap melawan gemoy 2029
nZoNbiwP2ZE,Garasi Drift,"nvm,you can skip it, the good part start here 19:40",0,nvm you can skip it the good part start here 19 40,"nvm,you can skip it, the good part start here 19:40"
gP0YCMCJnjA,Narasi Newsroom,Ubur ubur ikan lele ngelantur pak lek 😅😅😅😅,0,ubur ubur ikan lele ngelantur pak lek wajah_tersenyum_lebar_dan_berkeringat wajah_tersenyum_lebar_dan_berkeringat wajah_tersenyum_lebar_dan_berkeringat wajah_tersenyum_lebar_dan_berkeringat,ubur ubur ikan lele ngelantur pak lek :wajah_tersenyum_lebar_dan_berkeringat::wajah_tersenyum_lebar_dan_berkeringat::wajah_tersenyum_lebar_dan_berkeringat::wajah_tersenyum_lebar_dan_berkeringat:
ufS5vDKnIhM,Motomobi,"alexis'17 cba maen , jekpot gede",1,alexis 17 cba maen jekpot gede,"alexis'17 cba maen , jekpot gede"
gP0YCMCJnjA,Narasi Newsroom,Wakilnya kemana ya?,0,wakilnya kemana ya,wakilnya kemana ya?
QpXcKzQInXg,Garasi Drift,GW pernah sampe meledak nih dipulau jd 45jt 💫💫,1,gw pernah sampe meledak nih dipulau jd 45jt pusing pusing,gw pernah sampe meledak nih dipulau jd 45jt :pusing::pusing:
VXqMJqP7mvk,GadgetIn,"𝘼𝙇𝙀𝙓𝙄𝙎17 emang ga duanya , pelayanan super cepet , wd lancar jaya",1,ALEXIS17 emang ga duanya pelayanan super cepet wd lancar jaya,"ALEXIS17 emang ga duanya , pelayanan super cepet , wd lancar jaya"
gP0YCMCJnjA,Narasi Newsroom,Poin mana yg lw gasuka dr jawabannya coba? Sampein,0,poin mana yg lw gasuka dr jawabannya coba sampein,poin mana yg lw gasuka dr jawabannya coba? sampein
5MBwJpU-9tg,Garasi Drift Podcast,auto jepey ! 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,1,auto jepey WETON88,auto jepey ! WETON88
gP0YCMCJnjA,Narasi Newsroom,mayoritas masyarakat kecewa dengan kebijakan bapak terimakasih,0,mayoritas masyarakat kecewa dengan kebijakan bapak terimakasih,mayoritas masyarakat kecewa dengan kebijakan bapak terimakasih
QpXcKzQInXg,Garasi Drift,"gacir banget di 𝘋𝐄𝘞𝐀𝐃O𝐑𝘈, langsung jepe",1,gacir banget di DEWADoRA langsung jepe,"gacir banget di DEWADoRA, langsung jepe"
CLHTLViZ8Uc,Den Dimas,jepey gmpng banget 𝗦𝗚𝗜𝟴𝟴,1,jepey gmpng banget SGI88,jepey gmpng banget SGI88
gP0YCMCJnjA,Narasi Newsroom,uda ngatain orang pake emot minta maaf lagi gada mental kah?,0,uda ngatain orang pake emot minta maaf lagi gada mental kah,uda ngatain orang pake emot minta maaf lagi gada mental kah?
XI8K0-_kbHc,Jejelogy,"Wede aman, nggak prnh ada masalah",1,wede aman nggak prnh ada masalah,"wede aman, nggak prnh ada masalah"
gP0YCMCJnjA,Narasi Newsroom, @AnggoroDps_9  oon jangan dipelihara brooo😀😀,0,anggorodps_9 oon jangan dipelihara brooo wajah_gembira wajah_gembira, @anggorodps_9  oon jangan dipelihara brooo:wajah_gembira::wajah_gembira:
BI_RsNf1HJA,Garasi Drift,gass bangg next modifikasi motorr,0,gass bangg next modifikasi motorr,gass bangg next modifikasi motorr
f8UEkmYXlzA,Pandji Pragiwaksono,Tapi kebobolan juga waktu di Pertamina.,0,tapi kebobolan juga waktu di pertamina,tapi kebobolan juga waktu di pertamina.
VXqMJqP7mvk,GadgetIn,Gampang patah kalo gak hati hati tipis bet liat aja deh 😅,0,gampang patah kalo gak hati hati tipis bet liat aja deh wajah_tersenyum_lebar_dan_berkeringat,gampang patah kalo gak hati hati tipis bet liat aja deh :wajah_tersenyum_lebar_dan_berkeringat:
gP0YCMCJnjA,Narasi Newsroom,Mata Najwa dengan tatapan curiga dan tidak bersahabat,0,mata najwa dengan tatapan curiga dan tidak bersahabat,mata najwa dengan tatapan curiga dan tidak bersahabat
VXqMJqP7mvk,GadgetIn,"maen swert bonanja , sketer terus-terusan",1,maen swert bonanja sketer terus terusan,"maen swert bonanja , sketer terus-terusan"
QpXcKzQInXg,Garasi Drift,𝘈𝘎𝑈𝙎𝘛𝙊𝐓O gua gk pernah nemu tempat segacor ini sebelumnya,1,AGUSTOTo gua gk pernah nemu tempat segacor ini sebelumnya,AGUSTOTo gua gk pernah nemu tempat segacor ini sebelumnya
CLHTLViZ8Uc,Den Dimas,"cakep kali 𝗦𝗚𝗜𝟴𝟴 , bravo ..",1,cakep kali SGI88 bravo,"cakep kali SGI88 , bravo .."
gP0YCMCJnjA,Narasi Newsroom, @siXtop-n1y wihh trs yg pantes yg mana bro jadi presiden ?,0,sixtop n1y wihh trs yg pantes yg mana bro jadi presiden, @sixtop-n1y wihh trs yg pantes yg mana bro jadi presiden ?
ycGdOc17FhA,Fitra Eri,sipaling mana2 cok alexis17 hduh,1,sipaling mana2 cok alexis17 hduh,sipaling mana2 cok alexis17 hduh
-vQDp9fHrzk,Karbida FC,Semoga aja ga kaya u20 gagal ke piala Dunia,0,semoga aja ga kaya u20 gagal ke piala dunia,semoga aja ga kaya u20 gagal ke piala dunia
QpXcKzQInXg,Garasi Drift,Update crosstrek,0,update crosstrek,update crosstrek
gP0YCMCJnjA,Narasi Newsroom,Si paling paham 😂​ @IsmailAdrian-f2e ,0,si paling paham wajah_gembira_berurai_air_mata ​ ismailadrian f2e,si paling paham :wajah_gembira_berurai_air_mata:​ @ismailadrian-f2e 
gP0YCMCJnjA,Narasi Newsroom,1% pas ditanya soal anaknya doang 🤣,0,1% pas ditanya soal anaknya doang tertawa_terbahak bahak,1% pas ditanya soal anaknya doang :tertawa_terbahak-bahak:
VXqMJqP7mvk,GadgetIn,"seminggu join alexis17 , gue udah beliin ortu smartphone !",1,seminggu join alexis17 gue udah beliin ortu smartphone,"seminggu join alexis17 , gue udah beliin ortu smartphone !"
kUom1fDXs4A,Fitra Eri,"Baru daftar, maen sebentar, lgsng jepe",1,baru daftar maen sebentar lgsng jepe,"baru daftar, maen sebentar, lgsng jepe"
rrUoGtfU9kw,Fitra Eri,"rezeki nggak kemana , makasih alexis17 !",1,rezeki nggak kemana makasih alexis17,"rezeki nggak kemana , makasih alexis17 !"
nZoNbiwP2ZE,Garasi Drift,"Ngomong2 mirip mobil rally, bisa kali yah ikutan rally ni mobil.",0,ngomong2 mirip mobil rally bisa kali yah ikutan rally ni mobil,"ngomong2 mirip mobil rally, bisa kali yah ikutan rally ni mobil."
VXqMJqP7mvk,GadgetIn,Kasih duit,0,kasih duit,kasih duit
QpXcKzQInXg,Garasi Drift,Keren banget modifikasi mobilnya,0,keren banget modifikasi mobilnya,keren banget modifikasi mobilnya
VXqMJqP7mvk,GadgetIn,"iseng depo 25k alexis17 , dapet mantap , rejeki nomplok !",1,iseng depo 25k alexis17 dapet mantap rejeki nomplok,"iseng depo 25k alexis17 , dapet mantap , rejeki nomplok !"
BI_RsNf1HJA,Garasi Drift,Modif Mio karbu aja bang 🔥,0,modif mio karbu aja bang api,modif mio karbu aja bang :api:
gP0YCMCJnjA,Narasi Newsroom," @Andi.Maulana  hahaha makasih, jadi notice",0,andi maulana hahaha makasih jadi notice," @andi.maulana  hahaha makasih, jadi notice"
kUom1fDXs4A,Fitra Eri,Mantap mas Vi tera Eri ❤❤❤❤,0,mantap mas vi tera eri hati_merah hati_merah hati_merah hati_merah,mantap mas vi tera eri :hati_merah::hati_merah::hati_merah::hati_merah:
ufS5vDKnIhM,Motomobi,tetangga gue kepo penghasilan alexis17 .,1,tetangga gue kepo penghasilan alexis17,tetangga gue kepo penghasilan alexis17 .
XI8K0-_kbHc,Jejelogy,Loh kok bisa2nya kita ada di sini😂,0,loh kok bisa2nya kita ada di sini wajah_gembira_berurai_air_mata,loh kok bisa2nya kita ada di sini:wajah_gembira_berurai_air_mata:
n_mFKYFMtWY,Bus Pesona,Tawarin ke dewi masyitoh mas.....karena dia mau merintis parwis,0,tawarin ke dewi masyitoh mas karena dia mau merintis parwis,tawarin ke dewi masyitoh mas.....karena dia mau merintis parwis
5MBwJpU-9tg,Garasi Drift Podcast,terima kasi rezekinya 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,1,terima kasi rezekinya WETON88,terima kasi rezekinya WETON88
QpXcKzQInXg,Garasi Drift,gas lah pasang antilag mas ziko 😂,0,gas lah pasang antilag mas ziko wajah_gembira_berurai_air_mata,gas lah pasang antilag mas ziko :wajah_gembira_berurai_air_mata:
VXqMJqP7mvk,GadgetIn,beli main magic chess gogo,0,beli main magic chess gogo,beli main magic chess gogo
BI_RsNf1HJA,Garasi Drift,Pada ngeri,0,pada ngeri,pada ngeri
nZoNbiwP2ZE,Garasi Drift,Sayang banget ini upload tapi udah crash😢,0,sayang banget ini upload tapi udah crash wajah_menangis,sayang banget ini upload tapi udah crash:wajah_menangis:
BI_RsNf1HJA,Garasi Drift,tida terlihat sedikitpun cumi cumi bau asep,0,tida terlihat sedikitpun cumi cumi bau asep,tida terlihat sedikitpun cumi cumi bau asep
gP0YCMCJnjA,Narasi Newsroom,Kenapa metro dan tempo ga diajak? 🫡,0,kenapa metro dan tempo ga diajak wajah_memberi_hormat,kenapa metro dan tempo ga diajak? :wajah_memberi_hormat:
5MBwJpU-9tg,Garasi Drift Podcast,𝗣 𝗟 𝗨 𝗧 𝗢 𝟴 𝟴 bener-bener mesin uang pribadi . auto cuan,1,P L U T O 8 8 bener bener mesin uang pribadi auto cuan,P L U T O 8 8 bener-bener mesin uang pribadi . auto cuan
gP0YCMCJnjA,Narasi Newsroom,"iya lagi,practically emang seperti ini sieh",0,iya lagi practically emang seperti ini sieh,"iya lagi,practically emang seperti ini sieh"
IlkUUwDFCiI,Motomobi,"jakpot kali main 𝘋𝘖я𝘈𝟽𝟽 , bikin semangat !",1,jakpot kali main DOяA77 bikin semangat,"jakpot kali main DOяA77 , bikin semangat !"
ufS5vDKnIhM,Motomobi,gue sih udah buktiin kehebatan alexis17 .,1,gue sih udah buktiin kehebatan alexis17,gue sih udah buktiin kehebatan alexis17 .
-vQDp9fHrzk,Karbida FC,renooooooooooooo,0,renooooooooooooo,renooooooooooooo
gRjWM8jPIPw,Fitra Eri,"wd gampang banget , nggak pake ribet",1,wd gampang banget nggak pake ribet,"wd gampang banget , nggak pake ribet"
ufS5vDKnIhM,Motomobi,gue rela gak jajan sebulan nabung alexis17 .,1,gue rela gak jajan sebulan nabung alexis17,gue rela gak jajan sebulan nabung alexis17 .
BI_RsNf1HJA,Garasi Drift,gasss bikin konten motor biar jadi ngaberssssss,0,gasss bikin konten motor biar jadi ngaberssssss,gasss bikin konten motor biar jadi ngaberssssss
4-hj6CwvKpU,Motomobi,emng bener kemarin udah coba di probet hari ini mau gas lagi ahh 🚩𝗪𝗘𝗧𝗢𝗡𝟴𝟴🚩 kawan berbuah manis,1,emng bener kemarin udah coba di probet hari ini mau gas lagi ahh bendera_segitiga WETON88 bendera_segitiga kawan berbuah manis,emng bener kemarin udah coba di probet hari ini mau gas lagi ahh :bendera_segitiga:WETON88:bendera_segitiga: kawan berbuah manis
gP0YCMCJnjA,Narasi Newsroom,Gue nemu obat tidur baru... mana debat intelektualnya ini....,0,gue nemu obat tidur baru mana debat intelektualnya ini,gue nemu obat tidur baru... mana debat intelektualnya ini....
